Time;Temp;RH;CO2
2022-05-30T08:00:00Z;22.289;37.89425;462.33675
2022-05-30T09:00:00Z;22.49925;39.4055;477.3865
2022-05-30T10:00:00Z;22.54525;40.35475;506.6425
2022-05-30T11:00:00Z;22.5165;41.14675;537.74775
2022-05-30T12:00:00Z;22.93;41.55925;672.30525
2022-05-30T13:00:00Z;23.411;40.89575;704.0475
2022-05-30T14:00:00Z;23.9555;40.52975;808.268
2022-05-30T15:00:00Z;24.0335;40.62125;887.49925
2022-05-30T16:00:00Z;23.8605;41.25575;952.9115
2022-05-30T17:00:00Z;24.11825;41.69425;964.873
2022-05-30T18:00:00Z;24.2765;41.2155;888.87
2022-05-30T19:00:00Z;24.1575;40.9905;770.6635
2022-05-30T20:00:00Z;23.857;41.06025;722.5375
2022-05-30T21:00:00Z;23.5255;41.121;686.583
2022-05-30T22:00:00Z;23.173;41.1455;650.25675
2022-05-30T23:00:00Z;22.8385;41.1335;622.301
2022-05-31T00:00:00Z;22.5665;41.14475;591.74275
2022-05-31T01:00:00Z;22.28825;41.26725;571.97825
2022-05-31T02:00:00Z;22.02875;41.11975;551.17425
2022-05-31T03:00:00Z;21.8085;40.893;539.86025
2022-05-31T04:00:00Z;21.56875;40.7355;527.66675
2022-05-31T05:00:00Z;21.3505;40.69025;516.44675
2022-05-31T06:00:00Z;21.284;40.8185;507.95025
2022-05-31T07:00:00Z;21.2385;41.052;502.90925
2022-05-31T08:00:00Z;21.2945;42.44225;478.6685
2022-05-31T09:00:00Z;21.2835;44.0235;462.4255
2022-05-31T10:00:00Z;21.679;44.29;494.5375
2022-05-31T11:00:00Z;22.1935;44.019;498.6865
2022-05-31T12:00:00Z;22.5345;43.42275;512.41
